ID,Information type
[1188522519105605632],emotional_support_and_prayers
[1188522639087812608],caution_advice_and_crisis_updates
[1188522713901654017],irrelevant
[1188522723871465472],emotional_support_and_prayers
[1188522728460083200],caution_advice_and_crisis_updates
[1188522840032718849],caution_advice_and_crisis_updates
[1188523007641305089],irrelevant
[1188523509057802242],opinions_and_criticism
[1188523506209705984],caution_advice_and_crisis_updates
[1188523592885166088],caution_advice_and_crisis_updates
[1188523917754937349],emotional_support_and_prayers
[1188523926130966528],irrelevant
[1188523956501995521],emotional_support_and_prayers
[1188523977217585153],caution_advice_and_crisis_updates
[1188524246038958081],infrastructure_and_utilities_damage
[1188524459881304066],opinions_and_criticism
[1188524981350752256],caution_advice_and_crisis_updates
[1188525332284002304],caution_advice_and_crisis_updates
[1188525347299614720],caution_advice_and_crisis_updates
[1188525667446595584],emotional_support_and_prayers
[1188525959940579328],irrelevant
[1188526283459891200],caution_advice_and_crisis_updates
[1188526521872535555],caution_advice_and_crisis_updates
[1188526544542670848],opinions_and_criticism
[1188526581091885057],caution_advice_and_crisis_updates
[1188526717746470912],caution_advice_and_crisis_updates
[1188526722817417216],opinions_and_criticism
[1188526746896875521],irrelevant
[1188526794393227266],caution_advice_and_crisis_updates
[1188526845144252418],irrelevant
[1188526848227135488],caution_advice_and_crisis_updates
[1188527154608427008],irrelevant
[1188527294048034817],emotional_support_and_prayers
[1188527435995893760],irrelevant
[1188527899105779713],irrelevant
[1188528009986367489],irrelevant
[1188528098020659201],opinions_and_criticism
[1188528237506420736],opinions_and_criticism
[1188528276475482113],emotional_support_and_prayers
[1188528331832156160],infrastructure_and_utilities_damage
[1188528478058094593],caution_advice_and_crisis_updates
[1188528867268542465],irrelevant
[1188528905076068352],irrelevant
[1188528959912370176],opinions_and_criticism
[1188529039834787841],emotional_support_and_prayers
[1188529087775674368],irrelevant
[1188529212933726209],opinions_and_criticism
[1188529249642303490],caution_advice_and_crisis_updates
[1188529259570171904],irrelevant
[1188529300733083648],irrelevant
[1188529491733368833],caution_advice_and_crisis_updates
[1188529660663083008],caution_advice_and_crisis_updates
[1188529672570712070],irrelevant
[1188529733698539521],irrelevant
[1188529751905968128],opinions_and_criticism
[1188529789939965954],caution_advice_and_crisis_updates
[1188529962569129984],irrelevant
[1188529980382371843],caution_advice_and_crisis_updates
[1188530109810139137],opinions_and_criticism
[1188530113417273345],irrelevant
[1188530184061882368],irrelevant
[1188530568402735111],irrelevant
[1188530619623624710],irrelevant
[1188530833252110336],opinions_and_criticism
[1188531005965164544],irrelevant
[1188531054749081601],irrelevant
[1188531071517896705],opinions_and_criticism
[1188531087431163904],irrelevant
[1188531360245399555],irrelevant
[1188531370055913472],infrastructure_and_utilities_damage
[1188531387659251712],caution_advice_and_crisis_updates
[1188531609328345091],opinions_and_criticism
[1188531703150714880],irrelevant
[1188531801771384832],irrelevant
[1188531956507697155],irrelevant
[1188532112795820033],caution_advice_and_crisis_updates
[1188532146442588160],irrelevant
[1188532207654187009],opinions_and_criticism
[1188532392694341633],irrelevant
[1188532486705426432],irrelevant
[1188532662560006145],irrelevant
[1188532762015346689],opinions_and_criticism
[1188533027011465216],caution_advice_and_crisis_updates
[1188533060586889222],irrelevant
[1188533266653044737],opinions_and_criticism
[1188533274232180737],opinions_and_criticism
[1188533383925850119],irrelevant
[1188533411465564162],irrelevant
[1188533540209745922],irrelevant
[1188533869340966912],caution_advice_and_crisis_updates
[1188534070701109249],opinions_and_criticism
[1188534203668979712],irrelevant
[1188534232634798085],infrastructure_and_utilities_damage
[1188534559752757248],caution_advice_and_crisis_updates
[1188535092244860928],emotional_support_and_prayers
[1188535096523010048],irrelevant
[1188535185345777666],irrelevant
[1188535272352473089],caution_advice_and_crisis_updates
[1188535398424875010],irrelevant
[1188535524690141185],opinions_and_criticism
[1188535633268088832],caution_advice_and_crisis_updates
[1188535639815442432],caution_advice_and_crisis_updates
[1188535929142730752],irrelevant
[1188536095878856705],irrelevant
[1188536674659262470],caution_advice_and_crisis_updates
[1188536713003622401],infrastructure_and_utilities_damage caution_advice_and_crisis_updates emotional_support_and_prayers
[1188536866695458817],caution_advice_and_crisis_updates
[1188536935389814785],infrastructure_and_utilities_damage
[1188536944952823809],opinions_and_criticism
[1188537092328099840],emotional_support_and_prayers
[1188537233298677760],caution_advice_and_crisis_updates
[1188537252856643584],caution_advice_and_crisis_updates
[1188537326504497153],emotional_support_and_prayers
[1188537542116818944],caution_advice_and_crisis_updates
[1188537752046002180],caution_advice_and_crisis_updates
[1188537788486033408],infrastructure_and_utilities_damage
[1188537810220916736],opinions_and_criticism
[1188537922728923136],caution_advice_and_crisis_updates
[1188537948872040449],caution_advice_and_crisis_updates infrastructure_and_utilities_damage emotional_support_and_prayers
[1188538044988694528],caution_advice_and_crisis_updates
[1188538160944484352],infrastructure_and_utilities_damage
[1188538199238496256],caution_advice_and_crisis_updates
[1188538257467940865],caution_advice_and_crisis_updates
[1188538377429274629],irrelevant
[1188538450426945536],opinions_and_criticism
[1188538585957523457],infrastructure_and_utilities_damage
[1188538651619287041],irrelevant
[1188538743596224512],caution_advice_and_crisis_updates
[1188538871652519942],opinions_and_criticism
[1188538881131634689],caution_advice_and_crisis_updates
[1188538898584080384],opinions_and_criticism
[1188538922164543495],caution_advice_and_crisis_updates
[1188539038992666624],caution_advice_and_crisis_updates
[1188539087965360128],irrelevant
[1188539110719414273],infrastructure_and_utilities_damage
[1188539135935569923],caution_advice_and_crisis_updates
[1188539152918351873],caution_advice_and_crisis_updates
[1188539309764288515],irrelevant
[1188539358992838659],irrelevant
[1188539439636762627],caution_advice_and_crisis_updates
[1188539604854546432],irrelevant
[1188539658759749633],caution_advice_and_crisis_updates
[1188539777144016899],caution_advice_and_crisis_updates
[1188539851941056512],caution_advice_and_crisis_updates
[1188539865429954560],opinions_and_criticism
[1188539927463636992],infrastructure_and_utilities_damage
[1188540298735042562],opinions_and_criticism
[1188540466536632320],opinions_and_criticism
[1188540599890333696],opinions_and_criticism
[1188540682035761152],caution_advice_and_crisis_updates
[1188540689329676288],caution_advice_and_crisis_updates
[1188540799354654727],infrastructure_and_utilities_damage caution_advice_and_crisis_updates
[1188540813040652288],caution_advice_and_crisis_updates
[1188540951939158017],irrelevant
[1188541205224796160],affected_individuals_and_help
[1188541414436691968],irrelevant
[1188541851143495688],caution_advice_and_crisis_updates
[1188542028503769088],caution_advice_and_crisis_updates
[1188542129238396929],irrelevant
[1188542510999584768],emotional_support_and_prayers opinions_and_criticism
[1188542593476517888],irrelevant
[1188542610367041536],irrelevant
[1188542735449542657],irrelevant
[1188542776780185600],caution_advice_and_crisis_updates
[1188542976689131520],irrelevant
[1188543695471202310],opinions_and_criticism
[1188543879647301632],irrelevant
[1188543985536491520],caution_advice_and_crisis_updates
[1188543988665634824],caution_advice_and_crisis_updates
[1188543997863714816],affected_individuals_and_help
[1188543996509016065],caution_advice_and_crisis_updates
[1188544707820957698],caution_advice_and_crisis_updates
[1188544740612100096],caution_advice_and_crisis_updates
[1188544805544124416],caution_advice_and_crisis_updates
[1188544854894305283],caution_advice_and_crisis_updates
[1188545326141071361],caution_advice_and_crisis_updates
[1188545334676480007],caution_advice_and_crisis_updates emotional_support_and_prayers
[1188545498040471554],caution_advice_and_crisis_updates
[1188545517732749317],irrelevant
[1188545542957215748],irrelevant
[1188545721320067073],caution_advice_and_crisis_updates emotional_support_and_prayers
[1188545784221970432],caution_advice_and_crisis_updates
[1188545799011164160],opinions_and_criticism
[1188545944293433344],infrastructure_and_utilities_damage opinions_and_criticism
[1188546047594946561],irrelevant
[1188546119804051456],caution_advice_and_crisis_updates
[1188546137227173889],opinions_and_criticism
[1188546216377888770],opinions_and_criticism
[1188546342035034117],opinions_and_criticism
[1188546932035244035],caution_advice_and_crisis_updates
[1188546934979661830],caution_advice_and_crisis_updates
[1188546948258828294],emotional_support_and_prayers
[1188546997344714755],opinions_and_criticism
[1188547049517715456],opinions_and_criticism
[1188547239062528000],irrelevant
[1188547661965807621],caution_advice_and_crisis_updates
[1188548089994498048],irrelevant
[1188548280495624192],emotional_support_and_prayers
[1188548303845236736],infrastructure_and_utilities_damage opinions_and_criticism
[1188548601661644800],opinions_and_criticism
[1188548790367805441],infrastructure_and_utilities_damage
[1188548798907371520],infrastructure_and_utilities_damage caution_advice_and_crisis_updates
[1188548992734547968],infrastructure_and_utilities_damage
[1188549049240182789],opinions_and_criticism
[1188549142307586048],irrelevant
[1188549218396495872],affected_individuals_and_help
[1188549577147912192],emotional_support_and_prayers
[1188549819507314688],irrelevant
[1188550017499447297],opinions_and_criticism
[1188550198232014853],infrastructure_and_utilities_damage
[1188550227084660743],irrelevant
[1188550565925720064],caution_advice_and_crisis_updates opinions_and_criticism
[1188550581503348739],caution_advice_and_crisis_updates
[1188550732431200268],irrelevant
[1188550750626091015],caution_advice_and_crisis_updates
[1188550868825714689],affected_individuals_and_help
[1188550905072934913],irrelevant
[1188551126020440064],irrelevant
[1188552134289166339],irrelevant
[1188552132078850049],opinions_and_criticism
[1188552185459675136],caution_advice_and_crisis_updates
[1188552338656677888],emotional_support_and_prayers
[1188552678797971456],opinions_and_criticism
[1188552692278407168],irrelevant
[1188552731084099587],affected_individuals_and_help
[1188552781248040967],caution_advice_and_crisis_updates infrastructure_and_utilities_damage
[1188552859979321344],irrelevant
[1188553132743241730],infrastructure_and_utilities_damage caution_advice_and_crisis_updates
[1188553245846921217],opinions_and_criticism
[1188553580921446402],caution_advice_and_crisis_updates
[1188553703630000128],irrelevant
[1188553868172517377],irrelevant
[1188554478808641540],caution_advice_and_crisis_updates
[1188554847995473921],irrelevant
[1188554860989431809],emotional_support_and_prayers
[1188554897832235010],caution_advice_and_crisis_updates
[1188555000382939137],opinions_and_criticism
[1188555180402450433],irrelevant
[1188555807895494657],caution_advice_and_crisis_updates
[1188555921800257536],caution_advice_and_crisis_updates
[1188556035616841728],irrelevant
[1188556798866984965],irrelevant
[1188557064299274242],emotional_support_and_prayers
[1188557187355836416],irrelevant
[1188557303156477952],irrelevant
[1188557439769206784],irrelevant
[1188558065311911937],affected_individuals_and_help
[1188558437258612736],opinions_and_criticism
[1188559409657630720],caution_advice_and_crisis_updates
[1188559834624516097],caution_advice_and_crisis_updates
[1188559876689158145],irrelevant
[1188559880728317958],caution_advice_and_crisis_updates
[1188560139843964931],opinions_and_criticism
[1188560301375008771],irrelevant
[1188560522364510214],caution_advice_and_crisis_updates
[1188560740304769024],irrelevant
[1188560955921371137],opinions_and_criticism
[1188561345224085504],irrelevant
[1188561712146010114],caution_advice_and_crisis_updates
[1188561778722136064],irrelevant
[1188561846879412224],irrelevant
[1188562275575222272],irrelevant
[1188562315395915776],emotional_support_and_prayers
[1188562786302992384],irrelevant
[1188562872353415175],caution_advice_and_crisis_updates
[1188563065563992068],caution_advice_and_crisis_updates
[1188563137483759618],irrelevant
[1188563335433859073],caution_advice_and_crisis_updates
[1188563353049931776],opinions_and_criticism
[1188563372368904192],irrelevant
[1188563459501375488],infrastructure_and_utilities_damage
[1188563807305654272],opinions_and_criticism
[1188563962113286144],opinions_and_criticism
[1188564115222081536],caution_advice_and_crisis_updates
[1188564594819829760],opinions_and_criticism
[1188564682749153282],irrelevant
[1188564861028052992],affected_individuals_and_help
[1188564955844485121],caution_advice_and_crisis_updates
[1188565143065714690],irrelevant
[1188565188552941569],irrelevant
[1188565395017535489],irrelevant
[1188565482317762560],irrelevant
[1188565576693829637],caution_advice_and_crisis_updates
[1188565810278731776],irrelevant
[1188565870559334400],irrelevant
[1188565874464251904],irrelevant
[1188565948992757760],caution_advice_and_crisis_updates
[1188566021289975815],irrelevant
[1188566030479745027],irrelevant
[1188566208565731328],caution_advice_and_crisis_updates
[1188566241830752256],irrelevant
[1188566430654095369],irrelevant
[1188566567749062656],emotional_support_and_prayers
[1188566578662707200],irrelevant
[1188566632601391105],irrelevant
[1188566685835563009],irrelevant
[1188566920741691392],caution_advice_and_crisis_updates
[1188566933555367936],irrelevant
[1188567042196148224],irrelevant
[1188567085955375105],irrelevant
[1188567114111684609],caution_advice_and_crisis_updates
[1188567289735589889],irrelevant
[1188567458644406274],irrelevant
[1188567486737866754],irrelevant
[1188567520371970049],caution_advice_and_crisis_updates
[1188567712789925888],irrelevant
[1188567984085917697],irrelevant
[1188568651978412032],irrelevant
[1188568830181859328],caution_advice_and_crisis_updates emotional_support_and_prayers
[1188569006267088897],irrelevant
[1188569085505757185],opinions_and_criticism
[1188569624616587265],caution_advice_and_crisis_updates
[1188570156961878016],infrastructure_and_utilities_damage
[1188570181687271425],caution_advice_and_crisis_updates
[1188570244727660546],irrelevant
[1188570361509662720],caution_advice_and_crisis_updates
[1188570524542291968],irrelevant
[1188570575792476160],irrelevant
[1188570828537024513],caution_advice_and_crisis_updates
[1188570877388115971],irrelevant
[1188571037279100930],caution_advice_and_crisis_updates
[1188571146331049984],caution_advice_and_crisis_updates
[1188571176702009346],opinions_and_criticism
[1188571199053402117],emotional_support_and_prayers
[1188571442264395777],irrelevant
[1188571528314707969],opinions_and_criticism
[1188571592063930381],irrelevant
[1188571930804264961],caution_advice_and_crisis_updates
[1188571933065003014],irrelevant
[1188572010986823680],emotional_support_and_prayers
[1188572603788734464],irrelevant
[1188572646314856449],irrelevant
[1188572775717507072],emotional_support_and_prayers
[1188572886031880192],caution_advice_and_crisis_updates
[1188572940604006408],caution_advice_and_crisis_updates
[1188573131486715908],irrelevant
[1188573584240889861],infrastructure_and_utilities_damage caution_advice_and_crisis_updates
[1188574612575211522],caution_advice_and_crisis_updates
[1188574669995216896],caution_advice_and_crisis_updates
[1188575256832888837],opinions_and_criticism
[1188575271462559744],irrelevant
[1188575455026307072],opinions_and_criticism
[1188575503235637248],caution_advice_and_crisis_updates
[1188575685092225031],irrelevant
[1188576612712943619],caution_advice_and_crisis_updates
[1188577017412902913],emotional_support_and_prayers
[1188577120609550337],caution_advice_and_crisis_updates
[1188577361274363904],caution_advice_and_crisis_updates
[1188577565205811201],emotional_support_and_prayers
[1188577692242894848],irrelevant
[1188577834194948097],irrelevant
[1188577843510415361],caution_advice_and_crisis_updates
[1188578119222996995],irrelevant
[1188578167017136128],infrastructure_and_utilities_damage
[1188578189653794818],irrelevant
[1188578549550190594],caution_advice_and_crisis_updates
[1188578576074973185],emotional_support_and_prayers
[1188578868753510401],caution_advice_and_crisis_updates
[1188579178951692289],opinions_and_criticism
[1188579488210272256],caution_advice_and_crisis_updates
[1188579547102490626],caution_advice_and_crisis_updates
[1188579877554917378],caution_advice_and_crisis_updates
[1188580035273416706],caution_advice_and_crisis_updates
[1188580055850606592],irrelevant
[1188580122581975041],irrelevant
[1188580405433294850],opinions_and_criticism
[1188580509309382656],irrelevant
[1188580576955174914],irrelevant
[1188581447621324800],irrelevant
[1188581466017546240],opinions_and_criticism
[1188581630291652608],irrelevant
[1188582241066213376],affected_individuals_and_help emotional_support_and_prayers
[1188582380535189504],irrelevant
[1188582647032877056],caution_advice_and_crisis_updates
[1188582782274015232],caution_advice_and_crisis_updates
[1188582998016495616],irrelevant
[1188583284927877121],irrelevant
[1188583645730263041],irrelevant
[1188583660397699073],irrelevant
[1188584003974111232],opinions_and_criticism
[1188584707451244550],irrelevant
[1188584848245579777],emotional_support_and_prayers
[1188584914058469377],caution_advice_and_crisis_updates
[1188870664729649152],affected_individuals_and_help
[1188870679556493321],caution_advice_and_crisis_updates
[1188870733432283136],infrastructure_and_utilities_damage
[1188870785022255104],caution_advice_and_crisis_updates
[1188870982863376385],irrelevant
[1188870982649483265],irrelevant
[1188871059489116160],opinions_and_criticism
[1188871108562472965],caution_advice_and_crisis_updates
[1188871160043323392],irrelevant
[1188871233175207937],opinions_and_criticism
[1188871252032868353],caution_advice_and_crisis_updates
[1188871280243695616],affected_individuals_and_help
[1188871334287290368],affected_individuals_and_help
[1188871338892709888],caution_advice_and_crisis_updates
[1188871364024897536],infrastructure_and_utilities_damage
[1188871378667212800],caution_advice_and_crisis_updates
[1188871428734705665],irrelevant
[1188871435575595008],emotional_support_and_prayers
[1188871466026242049],affected_individuals_and_help
[1188871472279937024],affected_individuals_and_help
[1188871536465383424],caution_advice_and_crisis_updates
[1188871568786628608],irrelevant
[1188871600847888390],irrelevant
[1188871639150268418],irrelevant
[1188871702782140416],affected_individuals_and_help
[1188871728145010688],irrelevant
[1188871730191912960],affected_individuals_and_help
[1188871777700712450],caution_advice_and_crisis_updates
[1188871872835964929],irrelevant
[1188871981569134593],infrastructure_and_utilities_damage emotional_support_and_prayers
[1188872017380024321],infrastructure_and_utilities_damage
[1188872019082928128],affected_individuals_and_help emotional_support_and_prayers
[1188872086040784901],affected_individuals_and_help
[1188872335849328641],irrelevant
[1188872476475961345],emotional_support_and_prayers
[1188872544318824450],caution_advice_and_crisis_updates
[1188872613290037249],irrelevant
[1188872713072467969],emotional_support_and_prayers
[1188872724506124288],affected_individuals_and_help
[1188872742671659009],affected_individuals_and_help
[1188872744622067718],irrelevant
[1188872828633976834],emotional_support_and_prayers
[1188873085031780358],emotional_support_and_prayers
[1188873185183391762],caution_advice_and_crisis_updates
[1188873251260379138],irrelevant
[1188873271107825664],caution_advice_and_crisis_updates
[1188873279714578432],affected_individuals_and_help
[1188873310676889601],caution_advice_and_crisis_updates
[1188873462900756481],affected_individuals_and_help
[1188873613157552128],affected_individuals_and_help
[1188873891755839489],infrastructure_and_utilities_damage emotional_support_and_prayers
[1188873962454966279],emotional_support_and_prayers
[1188874004658036736],irrelevant
[1188874108005687304],irrelevant
[1188874125101674497],emotional_support_and_prayers
[1188874129165996032],irrelevant
[1188874153903972352],emotional_support_and_prayers
[1188874219205124097],irrelevant
[1188874376428642304],irrelevant
[1188874393080029190],affected_individuals_and_help
[1188874420531716096],caution_advice_and_crisis_updates emotional_support_and_prayers
[1188874423627063301],emotional_support_and_prayers
[1188874431684366336],affected_individuals_and_help
[1188874579856580609],irrelevant
[1188874612043603968],caution_advice_and_crisis_updates
[1188874628971798534],irrelevant
[1188874767631339520],caution_advice_and_crisis_updates
[1188874816562094080],opinions_and_criticism
[1188874885919064065],irrelevant
[1188875072661905408],irrelevant
[1188875105126027264],affected_individuals_and_help
[1188875154627223552],caution_advice_and_crisis_updates
[1188875198268923910],irrelevant
[1188875234373521409],opinions_and_criticism
[1188875301587247105],caution_advice_and_crisis_updates
[1188875405043867648],emotional_support_and_prayers
[1188875557246771201],affected_individuals_and_help
[1188875700293517312],caution_advice_and_crisis_updates
[1188875710494064647],irrelevant
[1188875832921604107],irrelevant
[1188875852617961472],infrastructure_and_utilities_damage
[1188875869084946432],caution_advice_and_crisis_updates
[1188875938689355776],caution_advice_and_crisis_updates
[1188876143321079809],emotional_support_and_prayers
[1188876214406123520],affected_individuals_and_help
[1188876256898625536],affected_individuals_and_help
[1188876347973754880],irrelevant
[1188876415686586368],opinions_and_criticism
[1188876471361855488],opinions_and_criticism
[1188876475761680391],irrelevant
[1188876473756770309],irrelevant
[1188876631626207233],emotional_support_and_prayers
[1188876776015052800],opinions_and_criticism
[1188876841681076225],irrelevant
[1188876898958479361],affected_individuals_and_help
[1188876950917521410],irrelevant
[1188877225715744768],infrastructure_and_utilities_damage
[1188877605212172289],caution_advice_and_crisis_updates
[1188877634371018753],affected_individuals_and_help emotional_support_and_prayers
[1188878098218905600],caution_advice_and_crisis_updates
[1188878105848483846],irrelevant
[1188878105789763584],affected_individuals_and_help
[1188878130938875906],caution_advice_and_crisis_updates
[1188878557939978246],irrelevant
[1188878586935156737],caution_advice_and_crisis_updates
[1188878660071251974],caution_advice_and_crisis_updates
[1188878664013959168],opinions_and_criticism
[1188878742564855808],irrelevant
[1188878818695626753],caution_advice_and_crisis_updates emotional_support_and_prayers
[1188878858587725827],emotional_support_and_prayers
[1188878864824635392],infrastructure_and_utilities_damage caution_advice_and_crisis_updates
[1188878912333459456],opinions_and_criticism
[1188878917492453377],caution_advice_and_crisis_updates
[1188878941974683650],affected_individuals_and_help
[1188879083276525568],affected_individuals_and_help opinions_and_criticism
[1188879211060252672],affected_individuals_and_help
[1188879377469181954],irrelevant
[1188879382061965312],emotional_support_and_prayers
[1188879869695975424],irrelevant
[1188879867980505088],irrelevant
[1188880066140348416],irrelevant
[1188880248349319179],affected_individuals_and_help
[1188880366481924096],caution_advice_and_crisis_updates
[1188880875511005184],caution_advice_and_crisis_updates
[1188880998949367809],caution_advice_and_crisis_updates
[1188881764233728000],affected_individuals_and_help
[1188881968529924098],irrelevant
[1188881976758898688],affected_individuals_and_help
[1188882411041505280],emotional_support_and_prayers
[1188882610740715521],irrelevant
[1188882637382922242],irrelevant
[1188882944322093057],irrelevant
[1188882956200398848],caution_advice_and_crisis_updates
[1188883460619939842],caution_advice_and_crisis_updates
[1188883507340292097],caution_advice_and_crisis_updates
[1188883781027016704],affected_individuals_and_help emotional_support_and_prayers
[1188884073613348864],caution_advice_and_crisis_updates
[1188884103590039552],opinions_and_criticism
[1188884114411282432],irrelevant
[1188884216207073282],emotional_support_and_prayers
[1188884314664124417],affected_individuals_and_help
[1188884429520945152],irrelevant
[1188884700506537990],irrelevant
[1188884874733727745],emotional_support_and_prayers
[1188884895973724160],affected_individuals_and_help
[1188885007026343936],irrelevant
[1188885061204004864],opinions_and_criticism
[1188885092309045250],irrelevant
[1188885382227791872],caution_advice_and_crisis_updates
[1188885470698188807],irrelevant
[1188885812034916360],caution_advice_and_crisis_updates
[1188885874433544192],opinions_and_criticism
[1188886088745664513],irrelevant
[1188886110312767489],caution_advice_and_crisis_updates
[1188886407592534017],emotional_support_and_prayers
[1188886979842396162],irrelevant
[1188887158058311682],caution_advice_and_crisis_updates
[1188887263306047489],emotional_support_and_prayers
[1188887513735323650],irrelevant
[1188887919676841984],emotional_support_and_prayers
[1188888055031185410],affected_individuals_and_help emotional_support_and_prayers
[1188888241405075456],irrelevant
[1188888319356211201],emotional_support_and_prayers
[1188888411953909760],affected_individuals_and_help
[1188888449006362624],opinions_and_criticism
[1188889091863187456],opinions_and_criticism
[1188889452107763713],emotional_support_and_prayers
[1188889735999176704],emotional_support_and_prayers
[1188889908980649984],opinions_and_criticism
[1188889958284713984],affected_individuals_and_help
[1188890021337731072],caution_advice_and_crisis_updates
[1188890032603578368],affected_individuals_and_help
[1188890162253778944],irrelevant
[1188890172223643648],irrelevant
[1188890984299614208],irrelevant
[1188891007586312194],emotional_support_and_prayers
[1188891201321259008],affected_individuals_and_help
[1188891223764934661],infrastructure_and_utilities_damage caution_advice_and_crisis_updates
[1188891989808472069],emotional_support_and_prayers
[1188892144225935360],emotional_support_and_prayers
[1188892380860223490],infrastructure_and_utilities_damage
[1188893072307957761],irrelevant
[1188893193774854147],irrelevant
[1188893781120167936],irrelevant
[1188893801504485383],opinions_and_criticism
[1188893952952471553],emotional_support_and_prayers
[1188894031427837952],irrelevant
[1188894274932396033],irrelevant
[1188894487357120513],irrelevant
[1188895651586813952],infrastructure_and_utilities_damage opinions_and_criticism
[1188895658020950016],caution_advice_and_crisis_updates
[1188895742963920899],irrelevant
[1188896318233698304],emotional_support_and_prayers
[1188896582005153792],emotional_support_and_prayers
[1188896655401205761],irrelevant
[1188897165118246913],irrelevant
[1188897640290934784],caution_advice_and_crisis_updates
[1188898033544716289],affected_individuals_and_help
[1188898441751093248],emotional_support_and_prayers
[1188898537121239043],irrelevant
[1188898957877043205],irrelevant
[1188898990731026434],irrelevant
[1188899121387786243],opinions_and_criticism
[1188899474447446018],caution_advice_and_crisis_updates
[1188900077328306176],irrelevant
[1188900492686049286],irrelevant
[1188900805895688192],opinions_and_criticism
[1188900879459590153],caution_advice_and_crisis_updates
[1188901137354821638],emotional_support_and_prayers
[1188901139875586048],caution_advice_and_crisis_updates
[1188901321761538049],opinions_and_criticism
[1188901559477948416],irrelevant
[1188901938760421376],irrelevant
[1188902097535848450],irrelevant
[1188902107996413954],irrelevant
[1188902135607496705],affected_individuals_and_help
[1188902360871067650],irrelevant
[1188902712265596928],caution_advice_and_crisis_updates
[1188902838153498624],irrelevant
[1188903016327471107],irrelevant
[1188903429218934784],opinions_and_criticism
[1188903613910978561],caution_advice_and_crisis_updates
[1188904044217155591],emotional_support_and_prayers
[1188904364812963841],caution_advice_and_crisis_updates
[1188904560724721665],irrelevant
[1188904688747454464],irrelevant
[1188904943765348353],irrelevant
[1188905194177871872],irrelevant
[1188905205611544576],irrelevant
[1188905497828741121],opinions_and_criticism
[1188905523552276480],irrelevant
[1188906016102141953],emotional_support_and_prayers
[1188906382944276490],irrelevant
[1188906832665944064],irrelevant
[1188907933049987075],irrelevant
[1188907989702496256],opinions_and_criticism
[1188908141532078083],caution_advice_and_crisis_updates
[1188908209433653249],irrelevant
[1188908294078783488],irrelevant
[1188908337645195264],emotional_support_and_prayers
[1188908867322822656],opinions_and_criticism
[1188908991356780549],irrelevant
[1188909391627669504],caution_advice_and_crisis_updates
[1188909391619207170],caution_advice_and_crisis_updates
[1188909423000989697],infrastructure_and_utilities_damage
[1188909486775394305],caution_advice_and_crisis_updates
[1188909923507286017],irrelevant
[1188910045578313728],irrelevant
[1188910710702501888],irrelevant
[1188910886230122496],irrelevant
[1188911227986173952],affected_individuals_and_help caution_advice_and_crisis_updates
[1188911304326692864],caution_advice_and_crisis_updates
[1188911395976417281],irrelevant
[1188911901817917450],emotional_support_and_prayers
[1188912702267240449],irrelevant
[1188913416934711297],irrelevant
[1188913610518663170],irrelevant
[1188913769713410049],irrelevant
[1188913775908474880],affected_individuals_and_help
[1188914698332397571],irrelevant
[1188914979518455810],irrelevant
[1188915121818669059],irrelevant
[1188915767917629440],irrelevant
[1188915803632132096],irrelevant
[1188915816177262596],affected_individuals_and_help emotional_support_and_prayers
[1188916003666825216],irrelevant
[1188916339554975744],irrelevant
[1188916390134108161],irrelevant
[1188916495235145729],irrelevant
[1188916531591368709],irrelevant
[1188917579269709825],irrelevant
[1188918072826089473],irrelevant
[1188918965323653120],affected_individuals_and_help
[1188919140045733888],opinions_and_criticism
[1188919300683452421],emotional_support_and_prayers opinions_and_criticism
[1188919501225676801],caution_advice_and_crisis_updates
[1188919747401961492],irrelevant
[1188920874558283777],irrelevant
[1188920966593818624],irrelevant
[1188921721555959813],caution_advice_and_crisis_updates
[1188921921100042244],affected_individuals_and_help emotional_support_and_prayers
[1188922377159299072],affected_individuals_and_help opinions_and_criticism
[1188922496923385860],caution_advice_and_crisis_updates
[1188922632240074752],irrelevant
[1188922703547424769],irrelevant
[1188923492366016518],caution_advice_and_crisis_updates
[1188923564029894657],emotional_support_and_prayers
[1188924408838135808],caution_advice_and_crisis_updates
[1188924415326773248],irrelevant
[1188925011886776327],irrelevant
[1188925628726304768],irrelevant
[1188926372942663681],caution_advice_and_crisis_updates
[1188926388566482944],irrelevant
[1188926410997600256],irrelevant
[1188926505583337473],emotional_support_and_prayers
[1188926843736526849],affected_individuals_and_help emotional_support_and_prayers
[1188927523276705792],caution_advice_and_crisis_updates
[1188927626452312065],caution_advice_and_crisis_updates
[1188928065734414336],emotional_support_and_prayers
[1188928417837867010],irrelevant
[1188929191791779840],caution_advice_and_crisis_updates
[1188929197286346754],affected_individuals_and_help
[1188929386357153792],affected_individuals_and_help
[1188930187523690496],irrelevant
[1188930715708211200],irrelevant
[1188931611372507138],irrelevant
[1188931703861075969],emotional_support_and_prayers
[1188932609142743040],irrelevant
[1188933103265505284],irrelevant
[1188933777189494784],emotional_support_and_prayers
[1188934010904481792],emotional_support_and_prayers
[1188935172420493324],opinions_and_criticism
[1188935974211870720],affected_individuals_and_help
[1188936514534809602],emotional_support_and_prayers
[1188936887316164614],irrelevant
[1188938394610614274],emotional_support_and_prayers
[1188939038075564034],emotional_support_and_prayers
[1188939770824712197],emotional_support_and_prayers
[1188940355300986887],affected_individuals_and_help
[1188940671601827841],irrelevant
