ID,Information type,affected_individuals_and_help,caution_advice_and_crisis_updates,emotional_support_and_prayers,infrastructure_and_utilities_damage,irrelevant,opinions_and_criticism
[1061019556108480512],opinions_and_criticism,0,0,0,0,0,1
[1061019570050383872],affected_individuals_and_help caution_advice_and_crisis_updates,1,1,0,0,0,0
[1061019570234908678],caution_advice_and_crisis_updates opinions_and_criticism,0,1,0,0,0,1
[1061019591999139841],emotional_support_and_prayers,0,0,1,0,0,0
[1061019596809920512],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061019601742557186],opinions_and_criticism,0,0,0,0,0,1
[1061019604330393600],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061019620176486400],opinions_and_criticism,0,0,0,0,0,1
[1061019623779454976],emotional_support_and_prayers,0,0,1,0,0,0
[1061019621418024960],opinions_and_criticism,0,0,0,0,0,1
[1061019646692917251],opinions_and_criticism,0,0,0,0,0,1
[1061019660303429632],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061019699788558336],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061019703068577792],irrelevant,0,0,0,0,1,0
[1061019706583379970],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061019717857693696],opinions_and_criticism,0,0,0,0,0,1
[1061019724631433216],emotional_support_and_prayers,0,0,1,0,0,0
[1061019742297903105],affected_individuals_and_help,1,0,0,0,0,0
[1061019791287181314],emotional_support_and_prayers,0,0,1,0,0,0
[1061019792197500928],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061019806432968706],emotional_support_and_prayers,0,0,1,0,0,0
[1061019822891380737],emotional_support_and_prayers,0,0,1,0,0,0
[1061019847277064192],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061019881196404736],affected_individuals_and_help,1,0,0,0,0,0
[1061019895767408640],opinions_and_criticism,0,0,0,0,0,1
[1061019899349426176],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061019906118950915],emotional_support_and_prayers,0,0,1,0,0,0
[1061019928772440064],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061019972032495617],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061019970358988801],emotional_support_and_prayers,0,0,1,0,0,0
[1061019986527956992],opinions_and_criticism,0,0,0,0,0,1
[1061019996908748800],opinions_and_criticism,0,0,0,0,0,1
[1061020005591080962],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061020011173736451],opinions_and_criticism,0,0,0,0,0,1
[1061020027413921792],opinions_and_criticism,0,0,0,0,0,1
[1061020036834488320],emotional_support_and_prayers,0,0,1,0,0,0
[1061020041884430336],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061020040210857984],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061020049811693568],emotional_support_and_prayers,0,0,1,0,0,0
[1061020073513508866],emotional_support_and_prayers,0,0,1,0,0,0
[1061020074004357121],opinions_and_criticism,0,0,0,0,0,1
[1061020079217954817],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061020100101357570],irrelevant,0,0,0,0,1,0
[1061020105352589312],emotional_support_and_prayers,0,0,1,0,0,0
[1061020124059029504],emotional_support_and_prayers,0,0,1,0,0,0
[1061020173589774336],affected_individuals_and_help,1,0,0,0,0,0
[1061020193533714432],emotional_support_and_prayers,0,0,1,0,0,0
[1061020205130960896],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061020212034588672],opinions_and_criticism,0,0,0,0,0,1
[1061020224265314304],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061020227478134789],opinions_and_criticism,0,0,0,0,0,1
[1061020229931855872],emotional_support_and_prayers,0,0,1,0,0,0
[1061020271526600704],affected_individuals_and_help,1,0,0,0,0,0
[1061020301838950402],opinions_and_criticism,0,0,0,0,0,1
[1061020351554113537],affected_individuals_and_help,1,0,0,0,0,0
[1061020375625064448],emotional_support_and_prayers,0,0,1,0,0,0
[1061020395858464769],emotional_support_and_prayers,0,0,1,0,0,0
[1061020417677291531],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061020434496401408],opinions_and_criticism,0,0,0,0,0,1
[1061020490318405637],irrelevant,0,0,0,0,1,0
[1061020497633296384],affected_individuals_and_help,1,0,0,0,0,0
[1061020520383217664],emotional_support_and_prayers,0,0,1,0,0,0
[1061020550762545152],affected_individuals_and_help,1,0,0,0,0,0
[1061020637056110594],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061020685659766785],opinions_and_criticism,0,0,0,0,0,1
[1061020734011727874],affected_individuals_and_help,1,0,0,0,0,0
[1061020749018882049],affected_individuals_and_help,1,0,0,0,0,0
[1061020755163537408],affected_individuals_and_help,1,0,0,0,0,0
[1061020841255845891],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061020923195768834],affected_individuals_and_help,1,0,0,0,0,0
[1061020923095121921],emotional_support_and_prayers,0,0,1,0,0,0
[1061021023250890755],emotional_support_and_prayers,0,0,1,0,0,0
[1061021040883761155],opinions_and_criticism,0,0,0,0,0,1
[1061021099746562048],affected_individuals_and_help,1,0,0,0,0,0
[1061021114883862528],opinions_and_criticism,0,0,0,0,0,1
[1061021128020373509],irrelevant,0,0,0,0,1,0
[1061021306588672001],emotional_support_and_prayers,0,0,1,0,0,0
[1061021385777184768],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061021397365997568],irrelevant,0,0,0,0,1,0
[1061021429506998272],emotional_support_and_prayers,0,0,1,0,0,0
[1061021454161113093],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061021550114009088],emotional_support_and_prayers,0,0,1,0,0,0
[1061021607567736832],affected_individuals_and_help,1,0,0,0,0,0
[1061021612588326919],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061021735238098944],emotional_support_and_prayers,0,0,1,0,0,0
[1061021787629281281],opinions_and_criticism,0,0,0,0,0,1
[1061021836631269382],affected_individuals_and_help,1,0,0,0,0,0
[1061021856529047552],emotional_support_and_prayers,0,0,1,0,0,0
[1061021870601003008],emotional_support_and_prayers,0,0,1,0,0,0
[1061021895380910080],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061021929438674944],opinions_and_criticism,0,0,0,0,0,1
[1061021929031786496],irrelevant,0,0,0,0,1,0
[1061021962745667584],opinions_and_criticism,0,0,0,0,0,1
[1061021982672801792],emotional_support_and_prayers,0,0,1,0,0,0
[1061022056110800897],opinions_and_criticism,0,0,0,0,0,1
[1061022095776403456],emotional_support_and_prayers,0,0,1,0,0,0
[1061022118580809728],emotional_support_and_prayers,0,0,1,0,0,0
[1061022137358733312],opinions_and_criticism,0,0,0,0,0,1
[1061022166022524933],irrelevant,0,0,0,0,1,0
[1061022265117003776],emotional_support_and_prayers,0,0,1,0,0,0
[1061022265259843584],affected_individuals_and_help,1,0,0,0,0,0
[1061022285467975681],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061022346511826944],emotional_support_and_prayers,0,0,1,0,0,0
[1061022424941109248],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061022529475764224],emotional_support_and_prayers,0,0,1,0,0,0
[1061022570302984192],emotional_support_and_prayers,0,0,1,0,0,0
[1061022710711681024],emotional_support_and_prayers,0,0,1,0,0,0
[1061022708866138112],emotional_support_and_prayers,0,0,1,0,0,0
[1061022804185821184],opinions_and_criticism,0,0,0,0,0,1
[1061022842270179329],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061022893965041665],opinions_and_criticism,0,0,0,0,0,1
[1061022997945966593],opinions_and_criticism,0,0,0,0,0,1
[1061023034528669697],emotional_support_and_prayers,0,0,1,0,0,0
[1061023089692233728],opinions_and_criticism,0,0,0,0,0,1
[1061023145140912129],emotional_support_and_prayers,0,0,1,0,0,0
[1061023153441398784],emotional_support_and_prayers,0,0,1,0,0,0
[1061023181056737280],emotional_support_and_prayers,0,0,1,0,0,0
[1061023247695822848],emotional_support_and_prayers,0,0,1,0,0,0
[1061023262279434240],opinions_and_criticism,0,0,0,0,0,1
[1061023274237345792],affected_individuals_and_help,1,0,0,0,0,0
[1061023367308939269],emotional_support_and_prayers,0,0,1,0,0,0
[1061023568186802176],opinions_and_criticism,0,0,0,0,0,1
[1061023626907058177],emotional_support_and_prayers,0,0,1,0,0,0
[1061023680334086145],opinions_and_criticism,0,0,0,0,0,1
[1061023709446709248],emotional_support_and_prayers,0,0,1,0,0,0
[1061023717294256133],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061023841877745665],emotional_support_and_prayers,0,0,1,0,0,0
[1061023843438026752],emotional_support_and_prayers,0,0,1,0,0,0
[1061023873716682752],opinions_and_criticism,0,0,0,0,0,1
[1061023890439311360],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061023934903132160],opinions_and_criticism,0,0,0,0,0,1
[1061023970915426310],affected_individuals_and_help,1,0,0,0,0,0
[1061023997519896577],emotional_support_and_prayers,0,0,1,0,0,0
[1061024006533337088],emotional_support_and_prayers,0,0,1,0,0,0
[1061024015245066240],affected_individuals_and_help,1,0,0,0,0,0
[1061024133557948421],emotional_support_and_prayers,0,0,1,0,0,0
[1061024251212374017],affected_individuals_and_help,1,0,0,0,0,0
[1061024255700295682],opinions_and_criticism,0,0,0,0,0,1
[1061024275707109378],opinions_and_criticism,0,0,0,0,0,1
[1061024300789125126],emotional_support_and_prayers,0,0,1,0,0,0
[1061024320384835589],emotional_support_and_prayers,0,0,1,0,0,0
[1061024347257749504],affected_individuals_and_help,1,0,0,0,0,0
[1061024345882017792],irrelevant,0,0,0,0,1,0
[1061024543588933633],irrelevant,0,0,0,0,1,0
[1061024617324822530],emotional_support_and_prayers,0,0,1,0,0,0
[1061024644122193920],affected_individuals_and_help infrastructure_and_utilities_damage,1,0,0,1,0,0
[1061024672429604866],opinions_and_criticism,0,0,0,0,0,1
[1061024692880973825],infrastructure_and_utilities_damage opinions_and_criticism,0,0,0,1,0,1
[1061024708987097088],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061024714905321472],opinions_and_criticism,0,0,0,0,0,1
[1061024723545583617],emotional_support_and_prayers,0,0,1,0,0,0
[1061024738267594752],irrelevant,0,0,0,0,1,0
[1061024788838338563],emotional_support_and_prayers,0,0,1,0,0,0
[1061024793846267904],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061024811357495298],irrelevant,0,0,0,0,1,0
[1061024880014094336],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061024977909137409],irrelevant,0,0,0,0,1,0
[1061024984087347200],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061024991469285376],opinions_and_criticism,0,0,0,0,0,1
[1061025115276824577],emotional_support_and_prayers,0,0,1,0,0,0
[1061025145358143489],emotional_support_and_prayers,0,0,1,0,0,0
[1061025156712271877],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061025164891172865],emotional_support_and_prayers,0,0,1,0,0,0
[1061025205609525248],irrelevant,0,0,0,0,1,0
[1061025210512621573],emotional_support_and_prayers,0,0,1,0,0,0
[1061025247066030080],affected_individuals_and_help,1,0,0,0,0,0
[1061025270533181445],emotional_support_and_prayers,0,0,1,0,0,0
[1061025283938095105],opinions_and_criticism,0,0,0,0,0,1
[1061025283170594817],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061025387663241216],emotional_support_and_prayers,0,0,1,0,0,0
[1061025383657684992],emotional_support_and_prayers,0,0,1,0,0,0
[1061025390687338497],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061025467250171904],emotional_support_and_prayers,0,0,1,0,0,0
[1061025522577223680],opinions_and_criticism,0,0,0,0,0,1
[1061025574230077440],emotional_support_and_prayers,0,0,1,0,0,0
[1061025625283141637],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061025645843558400],emotional_support_and_prayers,0,0,1,0,0,0
[1061025659416403970],affected_individuals_and_help caution_advice_and_crisis_updates,1,1,0,0,0,0
[1061025659382829056],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061025726676287489],irrelevant,0,0,0,0,1,0
[1061025901914275840],irrelevant,0,0,0,0,1,0
[1061026027550449665],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061026062208061440],irrelevant,0,0,0,0,1,0
[1061026134551339009],emotional_support_and_prayers,0,0,1,0,0,0
[1061026272334307328],opinions_and_criticism,0,0,0,0,0,1
[1061026415351685121],affected_individuals_and_help,1,0,0,0,0,0
[1061026411954216962],emotional_support_and_prayers,0,0,1,0,0,0
[1061026429255729153],opinions_and_criticism,0,0,0,0,0,1
[1061026428165279745],affected_individuals_and_help,1,0,0,0,0,0
[1061026617340911623],opinions_and_criticism,0,0,0,0,0,1
[1061026652321472512],affected_individuals_and_help,1,0,0,0,0,0
[1061026749197312000],emotional_support_and_prayers,0,0,1,0,0,0
[1061026772349788165],opinions_and_criticism,0,0,0,0,0,1
[1061026776799940608],irrelevant,0,0,0,0,1,0
[1061026928130510849],opinions_and_criticism,0,0,0,0,0,1
[1061026930995159040],opinions_and_criticism,0,0,0,0,0,1
[1061026950620291072],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061027034237931521],emotional_support_and_prayers,0,0,1,0,0,0
[1061027115360022528],emotional_support_and_prayers,0,0,1,0,0,0
[1061027196838572033],opinions_and_criticism,0,0,0,0,0,1
[1061027218372071425],affected_individuals_and_help,1,0,0,0,0,0
[1061027228539076608],opinions_and_criticism,0,0,0,0,0,1
[1061027256099897344],affected_individuals_and_help,1,0,0,0,0,0
[1061027333384142848],irrelevant,0,0,0,0,1,0
[1061027339906281472],affected_individuals_and_help,1,0,0,0,0,0
[1061027380456759299],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061027389730373634],opinions_and_criticism,0,0,0,0,0,1
[1061027398966226946],emotional_support_and_prayers,0,0,1,0,0,0
[1061027438875103233],opinions_and_criticism,0,0,0,0,0,1
[1061027558257516549],opinions_and_criticism,0,0,0,0,0,1
[1061027685395243008],emotional_support_and_prayers,0,0,1,0,0,0
[1061027695709044736],emotional_support_and_prayers,0,0,1,0,0,0
[1061027707193036801],emotional_support_and_prayers,0,0,1,0,0,0
[1061027741955436545],opinions_and_criticism,0,0,0,0,0,1
[1061027805176229888],emotional_support_and_prayers,0,0,1,0,0,0
[1061027909966663680],emotional_support_and_prayers,0,0,1,0,0,0
[1061027919882059776],emotional_support_and_prayers,0,0,1,0,0,0
[1061027985283780609],opinions_and_criticism,0,0,0,0,0,1
[1061028037590953984],opinions_and_criticism,0,0,0,0,0,1
[1061028056951914496],affected_individuals_and_help opinions_and_criticism,1,0,0,0,0,1
[1061028096395100160],opinions_and_criticism,0,0,0,0,0,1
[1061028219992899586],opinions_and_criticism,0,0,0,0,0,1
[1061028234421288962],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061028412490424326],opinions_and_criticism,0,0,0,0,0,1
[1061028459022036992],opinions_and_criticism,0,0,0,0,0,1
[1061028469440761857],opinions_and_criticism,0,0,0,0,0,1
[1061028468295647235],irrelevant,0,0,0,0,1,0
[1061028473148448768],opinions_and_criticism,0,0,0,0,0,1
[1061028474251567104],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061028522033139713],opinions_and_criticism,0,0,0,0,0,1
[1061028601016004610],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061028685770383362],emotional_support_and_prayers,0,0,1,0,0,0
[1061028691239714816],affected_individuals_and_help,1,0,0,0,0,0
[1061028759292334080],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061028798647410688],emotional_support_and_prayers,0,0,1,0,0,0
[1061028816640983041],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061028824207499264],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061028910731800576],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061028944504373249],affected_individuals_and_help,1,0,0,0,0,0
[1061028942876946439],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061028975860965376],irrelevant,0,0,0,0,1,0
[1061029154852876288],emotional_support_and_prayers,0,0,1,0,0,0
[1061029190680625154],emotional_support_and_prayers,0,0,1,0,0,0
[1061029243390431233],irrelevant,0,0,0,0,1,0
[1061029364182200321],emotional_support_and_prayers,0,0,1,0,0,0
[1061029373657137153],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061029390707015680],affected_individuals_and_help,1,0,0,0,0,0
[1061029424844492800],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061029471984238594],affected_individuals_and_help,1,0,0,0,0,0
[1061029485099868161],emotional_support_and_prayers,0,0,1,0,0,0
[1061029536920428550],opinions_and_criticism,0,0,0,0,0,1
[1061029564854534144],emotional_support_and_prayers opinions_and_criticism,0,0,1,0,0,1
[1061029595040960512],irrelevant,0,0,0,0,1,0
[1061029647700369408],emotional_support_and_prayers,0,0,1,0,0,0
[1061029648501485569],affected_individuals_and_help,1,0,0,0,0,0
[1061029715895558144],opinions_and_criticism,0,0,0,0,0,1
[1061029761923932165],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061029776046129153],affected_individuals_and_help,1,0,0,0,0,0
[1061029779502182401],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061029836695707649],irrelevant,0,0,0,0,1,0
[1061029886268186627],irrelevant,0,0,0,0,1,0
[1061029904396046338],opinions_and_criticism,0,0,0,0,0,1
[1061029932506193932],affected_individuals_and_help,1,0,0,0,0,0
[1061029941494583296],opinions_and_criticism,0,0,0,0,0,1
[1061030054577270789],emotional_support_and_prayers,0,0,1,0,0,0
[1061030052836581377],affected_individuals_and_help,1,0,0,0,0,0
[1061030063787913220],emotional_support_and_prayers,0,0,1,0,0,0
[1061030117516959744],emotional_support_and_prayers,0,0,1,0,0,0
[1061030164056788997],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061030191290613760],opinions_and_criticism,0,0,0,0,0,1
[1061030209619746816],opinions_and_criticism,0,0,0,0,0,1
[1061030233053257728],emotional_support_and_prayers,0,0,1,0,0,0
[1061030248056344576],emotional_support_and_prayers,0,0,1,0,0,0
[1061030279907868674],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061030368609034240],opinions_and_criticism,0,0,0,0,0,1
[1061030387642699777],emotional_support_and_prayers,0,0,1,0,0,0
[1061030389769232384],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061030397310570498],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061030479435063296],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061030531155050497],opinions_and_criticism,0,0,0,0,0,1
[1061030541036847104],affected_individuals_and_help,1,0,0,0,0,0
[1061030669931962368],opinions_and_criticism,0,0,0,0,0,1
[1061030674675785728],emotional_support_and_prayers,0,0,1,0,0,0
[1061030896273362949],opinions_and_criticism,0,0,0,0,0,1
[1061031037961207809],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061031058886590464],opinions_and_criticism,0,0,0,0,0,1
[1061031109109182465],emotional_support_and_prayers,0,0,1,0,0,0
[1061031182207512576],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061031221101248513],emotional_support_and_prayers,0,0,1,0,0,0
[1061031225710788614],affected_individuals_and_help,1,0,0,0,0,0
[1061031228567158784],emotional_support_and_prayers,0,0,1,0,0,0
[1061031247584157696],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061031278298980352],opinions_and_criticism,0,0,0,0,0,1
[1061031287413186561],affected_individuals_and_help opinions_and_criticism,1,0,0,0,0,1
[1061031285886500864],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061031414299353089],emotional_support_and_prayers,0,0,1,0,0,0
[1061031427771375616],emotional_support_and_prayers,0,0,1,0,0,0
[1061031463506886656],affected_individuals_and_help,1,0,0,0,0,0
[1061031516795535360],emotional_support_and_prayers,0,0,1,0,0,0
[1061031557098622976],opinions_and_criticism,0,0,0,0,0,1
[1061031579747827717],affected_individuals_and_help,1,0,0,0,0,0
[1061031641823563778],emotional_support_and_prayers,0,0,1,0,0,0
[1061031742151290882],opinions_and_criticism,0,0,0,0,0,1
[1061031754591547392],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061031908342149125],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061031907708801024],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061031943943475200],affected_individuals_and_help,1,0,0,0,0,0
[1061031946422226947],affected_individuals_and_help,1,0,0,0,0,0
[1061032184864296960],emotional_support_and_prayers,0,0,1,0,0,0
[1061032265004843014],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061032318587023360],opinions_and_criticism,0,0,0,0,0,1
[1061032334953275393],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061032439462744064],emotional_support_and_prayers,0,0,1,0,0,0
[1061032481456119808],emotional_support_and_prayers,0,0,1,0,0,0
[1061032525701808128],opinions_and_criticism,0,0,0,0,0,1
[1061032546501345280],emotional_support_and_prayers,0,0,1,0,0,0
[1061032545939308544],affected_individuals_and_help,1,0,0,0,0,0
[1061032616651055104],opinions_and_criticism,0,0,0,0,0,1
[1061032752093556737],emotional_support_and_prayers opinions_and_criticism,0,0,1,0,0,1
[1061032827133800448],affected_individuals_and_help caution_advice_and_crisis_updates,1,1,0,0,0,0
[1061032899087077376],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061032942422630400],emotional_support_and_prayers,0,0,1,0,0,0
[1061032964170153984],emotional_support_and_prayers,0,0,1,0,0,0
[1061033027424448512],affected_individuals_and_help,1,0,0,0,0,0
[1061033033049034754],emotional_support_and_prayers opinions_and_criticism,0,0,1,0,0,1
[1061033040514859009],emotional_support_and_prayers,0,0,1,0,0,0
[1061033065940729866],emotional_support_and_prayers,0,0,1,0,0,0
[1061033072311914501],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061033084492013568],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061033100904448000],opinions_and_criticism,0,0,0,0,0,1
[1061033113252454406],affected_individuals_and_help,1,0,0,0,0,0
[1061033150678269952],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061033176242548738],irrelevant,0,0,0,0,1,0
[1061033299135619074],irrelevant,0,0,0,0,1,0
[1061033422246895621],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061033442207514624],emotional_support_and_prayers,0,0,1,0,0,0
[1061033463195856896],irrelevant,0,0,0,0,1,0
[1061033687700201472],affected_individuals_and_help infrastructure_and_utilities_damage,1,0,0,1,0,0
[1061033702317322241],emotional_support_and_prayers,0,0,1,0,0,0
[1061033766049734656],emotional_support_and_prayers opinions_and_criticism,0,0,1,0,0,1
[1061033799126056960],opinions_and_criticism,0,0,0,0,0,1
[1061033799801364480],affected_individuals_and_help,1,0,0,0,0,0
[1061033816511385602],affected_individuals_and_help,1,0,0,0,0,0
[1061033819078361088],opinions_and_criticism,0,0,0,0,0,1
[1061033905019633664],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061033920681177090],affected_individuals_and_help,1,0,0,0,0,0
[1061033957624569856],emotional_support_and_prayers,0,0,1,0,0,0
[1061034110376992768],emotional_support_and_prayers,0,0,1,0,0,0
[1061034142832492544],irrelevant,0,0,0,0,1,0
[1061034211631656960],irrelevant,0,0,0,0,1,0
[1061034229772021763],affected_individuals_and_help,1,0,0,0,0,0
[1061034289989648384],irrelevant,0,0,0,0,1,0
[1061034388438335494],emotional_support_and_prayers,0,0,1,0,0,0
[1061034413658660864],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061034452925722629],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061034503714562048],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061034535339593728],emotional_support_and_prayers,0,0,1,0,0,0
[1061034608899305472],opinions_and_criticism,0,0,0,0,0,1
[1061034620400136193],affected_individuals_and_help,1,0,0,0,0,0
[1061034645763047424],affected_individuals_and_help,1,0,0,0,0,0
[1061034719675068418],affected_individuals_and_help,1,0,0,0,0,0
[1061034726973210625],emotional_support_and_prayers,0,0,1,0,0,0
[1061034766777102338],opinions_and_criticism,0,0,0,0,0,1
[1061034851778920448],emotional_support_and_prayers,0,0,1,0,0,0
[1061034957211086850],affected_individuals_and_help,1,0,0,0,0,0
[1061034957995425792],emotional_support_and_prayers,0,0,1,0,0,0
[1061034987070414848],affected_individuals_and_help,1,0,0,0,0,0
[1061035018762498049],opinions_and_criticism,0,0,0,0,0,1
[1061035090065743872],affected_individuals_and_help,1,0,0,0,0,0
[1061035113813811200],emotional_support_and_prayers,0,0,1,0,0,0
[1061035130356142080],affected_individuals_and_help,1,0,0,0,0,0
[1061035163965161473],affected_individuals_and_help,1,0,0,0,0,0
[1061035296266031105],emotional_support_and_prayers,0,0,1,0,0,0
[1061035358203330560],affected_individuals_and_help,1,0,0,0,0,0
[1061035394647670785],opinions_and_criticism,0,0,0,0,0,1
[1061035402977599488],affected_individuals_and_help,1,0,0,0,0,0
[1061035548335333376],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061035665004072961],opinions_and_criticism,0,0,0,0,0,1
[1061035669869350912],opinions_and_criticism,0,0,0,0,0,1
[1061035686743207936],emotional_support_and_prayers,0,0,1,0,0,0
[1061035702627061761],opinions_and_criticism,0,0,0,0,0,1
[1061035761997410304],opinions_and_criticism,0,0,0,0,0,1
[1061035797414064129],affected_individuals_and_help,1,0,0,0,0,0
[1061035832474255361],opinions_and_criticism,0,0,0,0,0,1
[1061035849247268864],emotional_support_and_prayers,0,0,1,0,0,0
[1061035860953624578],affected_individuals_and_help,1,0,0,0,0,0
[1061035884001271809],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061035917635411969],opinions_and_criticism,0,0,0,0,0,1
[1061035938892185600],emotional_support_and_prayers,0,0,1,0,0,0
[1061035937881305088],affected_individuals_and_help,1,0,0,0,0,0
[1061035940897058817],opinions_and_criticism,0,0,0,0,0,1
[1061035947414958081],affected_individuals_and_help,1,0,0,0,0,0
[1061036029019389952],affected_individuals_and_help,1,0,0,0,0,0
[1061036054969495552],affected_individuals_and_help,1,0,0,0,0,0
[1061036073973768192],opinions_and_criticism,0,0,0,0,0,1
[1061036117598920705],opinions_and_criticism,0,0,0,0,0,1
[1061036118102233088],affected_individuals_and_help,1,0,0,0,0,0
[1061036134476775424],opinions_and_criticism,0,0,0,0,0,1
[1061036170497257472],opinions_and_criticism,0,0,0,0,0,1
[1061036241020444672],opinions_and_criticism,0,0,0,0,0,1
[1061036287128412160],emotional_support_and_prayers,0,0,1,0,0,0
[1061036469731639297],opinions_and_criticism,0,0,0,0,0,1
[1061036516233879552],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061036597368578048],opinions_and_criticism,0,0,0,0,0,1
[1061036638984380416],affected_individuals_and_help,1,0,0,0,0,0
[1061036665073029120],emotional_support_and_prayers,0,0,1,0,0,0
[1061036721440260098],emotional_support_and_prayers,0,0,1,0,0,0
[1061036966202888193],opinions_and_criticism,0,0,0,0,0,1
[1061037003293294592],emotional_support_and_prayers,0,0,1,0,0,0
[1061037118921826304],emotional_support_and_prayers,0,0,1,0,0,0
[1061037171547795457],emotional_support_and_prayers,0,0,1,0,0,0
[1061037207790764033],emotional_support_and_prayers,0,0,1,0,0,0
[1061037257199620097],opinions_and_criticism,0,0,0,0,0,1
[1061037410396631040],opinions_and_criticism,0,0,0,0,0,1
[1061037687971500032],opinions_and_criticism,0,0,0,0,0,1
[1061037741461397505],emotional_support_and_prayers,0,0,1,0,0,0
[1061037882981392385],opinions_and_criticism,0,0,0,0,0,1
[1061037891009290240],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061037968511655937],emotional_support_and_prayers,0,0,1,0,0,0
[1061038030180569089],emotional_support_and_prayers,0,0,1,0,0,0
[1061038097448734722],opinions_and_criticism,0,0,0,0,0,1
