ID,Information type,affected_individuals_and_help,caution_advice_and_crisis_updates,emotional_support_and_prayers,infrastructure_and_utilities_damage,irrelevant,opinions_and_criticism
[1061009475123986433],opinions_and_criticism,0,0,0,0,0,1
[1061009636617318400],opinions_and_criticism,0,0,0,0,0,1
[1061009672373702659],opinions_and_criticism,0,0,0,0,0,1
[1061009749938970631],emotional_support_and_prayers,0,0,1,0,0,0
[1061009764778496007],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061009792569876481],emotional_support_and_prayers,0,0,1,0,0,0
[1061009926078771201],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061010033755021313],emotional_support_and_prayers,0,0,1,0,0,0
[1061010050632835072],opinions_and_criticism,0,0,0,0,0,1
[1061010251124744192],opinions_and_criticism,0,0,0,0,0,1
[1061010531681734656],affected_individuals_and_help,1,0,0,0,0,0
[1061010533044903938],opinions_and_criticism,0,0,0,0,0,1
[1061010542637314049],opinions_and_criticism,0,0,0,0,0,1
[1061010548769386497],emotional_support_and_prayers,0,0,1,0,0,0
[1061010665597472772],emotional_support_and_prayers,0,0,1,0,0,0
[1061010706768818176],opinions_and_criticism,0,0,0,0,0,1
[1061010765145145344],irrelevant,0,0,0,0,1,0
[1061010972469575680],opinions_and_criticism,0,0,0,0,0,1
[1061011024592146432],opinions_and_criticism,0,0,0,0,0,1
[1061011085229244417],affected_individuals_and_help,1,0,0,0,0,0
[1061011263189327872],emotional_support_and_prayers,0,0,1,0,0,0
[1061011319262982147],emotional_support_and_prayers,0,0,1,0,0,0
[1061011333481721856],emotional_support_and_prayers,0,0,1,0,0,0
[1061011521977901056],opinions_and_criticism,0,0,0,0,0,1
[1061011541074546689],affected_individuals_and_help,1,0,0,0,0,0
[1061011596376465408],opinions_and_criticism,0,0,0,0,0,1
[1061011656107536391],irrelevant,0,0,0,0,1,0
[1061011862454788101],emotional_support_and_prayers,0,0,1,0,0,0
[1061011884323811333],opinions_and_criticism,0,0,0,0,0,1
[1061011886026711042],emotional_support_and_prayers,0,0,1,0,0,0
[1061011895547781120],affected_individuals_and_help,1,0,0,0,0,0
[1061011947645153280],emotional_support_and_prayers,0,0,1,0,0,0
[1061011979115134982],opinions_and_criticism,0,0,0,0,0,1
[1061011985570152449],emotional_support_and_prayers,0,0,1,0,0,0
[1061012001126785024],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061012005723758592],emotional_support_and_prayers,0,0,1,0,0,0
[1061012250096529413],affected_individuals_and_help,1,0,0,0,0,0
[1061012269495148545],opinions_and_criticism,0,0,0,0,0,1
[1061012308342779905],opinions_and_criticism,0,0,0,0,0,1
[1061012346460667909],opinions_and_criticism,0,0,0,0,0,1
[1061012372817625088],emotional_support_and_prayers,0,0,1,0,0,0
[1061012398738497537],emotional_support_and_prayers,0,0,1,0,0,0
[1061012510122393601],emotional_support_and_prayers,0,0,1,0,0,0
[1061012590992785408],emotional_support_and_prayers,0,0,1,0,0,0
[1061012648005910529],opinions_and_criticism,0,0,0,0,0,1
[1061012651965329408],affected_individuals_and_help,1,0,0,0,0,0
[1061012667333308416],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061012755568906240],emotional_support_and_prayers,0,0,1,0,0,0
[1061012792004743173],opinions_and_criticism,0,0,0,0,0,1
[1061012838871957509],opinions_and_criticism,0,0,0,0,0,1
[1061012845071089667],emotional_support_and_prayers,0,0,1,0,0,0
[1061012898556850178],emotional_support_and_prayers,0,0,1,0,0,0
[1061013020929937409],opinions_and_criticism,0,0,0,0,0,1
[1061013023723282435],emotional_support_and_prayers,0,0,1,0,0,0
[1061013048792621057],emotional_support_and_prayers,0,0,1,0,0,0
[1061013095773097984],opinions_and_criticism,0,0,0,0,0,1
[1061013182628663297],emotional_support_and_prayers,0,0,1,0,0,0
[1061013222784950272],emotional_support_and_prayers,0,0,1,0,0,0
[1061013237632765952],emotional_support_and_prayers,0,0,1,0,0,0
[1061013269996101636],opinions_and_criticism,0,0,0,0,0,1
[1061013359364132864],emotional_support_and_prayers,0,0,1,0,0,0
[1061013399377768448],opinions_and_criticism,0,0,0,0,0,1
[1061013428901462016],opinions_and_criticism,0,0,0,0,0,1
[1061013498845630467],opinions_and_criticism,0,0,0,0,0,1
[1061013572745015296],emotional_support_and_prayers,0,0,1,0,0,0
[1061013584975724544],emotional_support_and_prayers,0,0,1,0,0,0
[1061013615933878272],emotional_support_and_prayers,0,0,1,0,0,0
[1061013778358288384],emotional_support_and_prayers,0,0,1,0,0,0
[1061013984059555841],opinions_and_criticism,0,0,0,0,0,1
[1061014149860417536],opinions_and_criticism,0,0,0,0,0,1
[1061014155992465408],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061014160241246208],emotional_support_and_prayers,0,0,1,0,0,0
[1061014431797297153],emotional_support_and_prayers,0,0,1,0,0,0
[1061014591600316419],emotional_support_and_prayers,0,0,1,0,0,0
[1061014644897312768],emotional_support_and_prayers,0,0,1,0,0,0
[1061014733342564358],affected_individuals_and_help,1,0,0,0,0,0
[1061014880138989568],affected_individuals_and_help,1,0,0,0,0,0
[1061015090051334144],affected_individuals_and_help,1,0,0,0,0,0
[1061015105784201216],emotional_support_and_prayers,0,0,1,0,0,0
[1061015205210140673],emotional_support_and_prayers,0,0,1,0,0,0
[1061015255881519110],emotional_support_and_prayers,0,0,1,0,0,0
[1061015277293498368],emotional_support_and_prayers,0,0,1,0,0,0
[1061015307383382018],emotional_support_and_prayers,0,0,1,0,0,0
[1061015450937683969],emotional_support_and_prayers,0,0,1,0,0,0
[1061015633930960896],opinions_and_criticism,0,0,0,0,0,1
[1061015811601690625],emotional_support_and_prayers,0,0,1,0,0,0
[1061016018464710656],emotional_support_and_prayers,0,0,1,0,0,0
[1061016020192759814],emotional_support_and_prayers,0,0,1,0,0,0
[1061016059002675200],opinions_and_criticism,0,0,0,0,0,1
[1061016056628764672],opinions_and_criticism,0,0,0,0,0,1
[1061016103877599233],emotional_support_and_prayers,0,0,1,0,0,0
[1061016167853277184],opinions_and_criticism,0,0,0,0,0,1
[1061016473483796481],opinions_and_criticism,0,0,0,0,0,1
[1061016498167336961],opinions_and_criticism,0,0,0,0,0,1
[1061016579327049728],emotional_support_and_prayers,0,0,1,0,0,0
[1061016657366339584],affected_individuals_and_help,1,0,0,0,0,0
[1061016685203935232],irrelevant,0,0,0,0,1,0
[1061016751411003397],affected_individuals_and_help,1,0,0,0,0,0
[1061016790430564352],opinions_and_criticism,0,0,0,0,0,1
[1061016899293757446],opinions_and_criticism,0,0,0,0,0,1
[1061016923977236481],affected_individuals_and_help,1,0,0,0,0,0
[1061016978532503552],affected_individuals_and_help,1,0,0,0,0,0
[1061017212612423680],opinions_and_criticism,0,0,0,0,0,1
[1061017235895078915],opinions_and_criticism,0,0,0,0,0,1
[1061017286369308672],emotional_support_and_prayers,0,0,1,0,0,0
[1061017291821907969],emotional_support_and_prayers,0,0,1,0,0,0
[1061017337887907842],emotional_support_and_prayers,0,0,1,0,0,0
[1061017364228202496],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061017389264003072],opinions_and_criticism,0,0,0,0,0,1
[1061017407727304706],emotional_support_and_prayers,0,0,1,0,0,0
[1061017480691376128],emotional_support_and_prayers,0,0,1,0,0,0
[1061017526476439552],opinions_and_criticism,0,0,0,0,0,1
[1061017524341485570],opinions_and_criticism,0,0,0,0,0,1
[1061017651827351553],opinions_and_criticism,0,0,0,0,0,1
[1061017714381279232],opinions_and_criticism,0,0,0,0,0,1
[1061017724124647424],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061017755506429952],opinions_and_criticism,0,0,0,0,0,1
[1061017759352537088],emotional_support_and_prayers,0,0,1,0,0,0
[1061017769930571776],emotional_support_and_prayers,0,0,1,0,0,0
[1061017772854050816],affected_individuals_and_help,1,0,0,0,0,0
[1061017952005341184],emotional_support_and_prayers,0,0,1,0,0,0
[1061018055508140034],opinions_and_criticism,0,0,0,0,0,1
[1061018068565012480],emotional_support_and_prayers,0,0,1,0,0,0
[1061018253928120327],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061018302523285504],affected_individuals_and_help,1,0,0,0,0,0
[1061018307137101825],affected_individuals_and_help caution_advice_and_crisis_updates,1,1,0,0,0,0
[1061018429090660353],emotional_support_and_prayers,0,0,1,0,0,0
[1061018546208149505],emotional_support_and_prayers,0,0,1,0,0,0
[1061018567817285637],emotional_support_and_prayers,0,0,1,0,0,0
[1061018709186306048],opinions_and_criticism,0,0,0,0,0,1
[1061018722574450688],opinions_and_criticism,0,0,0,0,0,1
[1061018787309383680],emotional_support_and_prayers,0,0,1,0,0,0
[1061019219851206656],emotional_support_and_prayers,0,0,1,0,0,0
[1061019297970032640],opinions_and_criticism,0,0,0,0,0,1
[1061019330731827205],opinions_and_criticism,0,0,0,0,0,1
[1061019332229111814],opinions_and_criticism,0,0,0,0,0,1
[1061019358279942144],emotional_support_and_prayers,0,0,1,0,0,0
[1061019364500094976],emotional_support_and_prayers,0,0,1,0,0,0
[1061019525766959104],opinions_and_criticism,0,0,0,0,0,1
[1061019531961868289],opinions_and_criticism,0,0,0,0,0,1
[1061019659531628551],affected_individuals_and_help,1,0,0,0,0,0
[1061019831653335040],emotional_support_and_prayers,0,0,1,0,0,0
[1061019895859687424],emotional_support_and_prayers,0,0,1,0,0,0
[1061019979338956801],opinions_and_criticism,0,0,0,0,0,1
[1061020068778258432],opinions_and_criticism,0,0,0,0,0,1
[1061020140731596800],emotional_support_and_prayers,0,0,1,0,0,0
[1061020194519334915],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061020202337533952],opinions_and_criticism,0,0,0,0,0,1
[1061020206942830592],emotional_support_and_prayers,0,0,1,0,0,0
[1061020237083148288],opinions_and_criticism,0,0,0,0,0,1
[1061020255265452032],emotional_support_and_prayers,0,0,1,0,0,0
[1061020353525354498],opinions_and_criticism,0,0,0,0,0,1
[1061020406029660160],emotional_support_and_prayers,0,0,1,0,0,0
[1061020417131995136],emotional_support_and_prayers,0,0,1,0,0,0
[1061020571746664449],opinions_and_criticism,0,0,0,0,0,1
[1061020626918522881],emotional_support_and_prayers,0,0,1,0,0,0
[1061020702130757633],emotional_support_and_prayers,0,0,1,0,0,0
[1061020788533456896],emotional_support_and_prayers,0,0,1,0,0,0
[1061020983191105536],emotional_support_and_prayers,0,0,1,0,0,0
[1061021132634103815],opinions_and_criticism,0,0,0,0,0,1
[1061021189957656576],opinions_and_criticism,0,0,0,0,0,1
[1061021268835733506],opinions_and_criticism,0,0,0,0,0,1
[1061021303342329861],emotional_support_and_prayers,0,0,1,0,0,0
[1061021336817025024],opinions_and_criticism,0,0,0,0,0,1
[1061021340717727744],emotional_support_and_prayers,0,0,1,0,0,0
[1061021500306796544],emotional_support_and_prayers,0,0,1,0,0,0
[1061021696147234816],emotional_support_and_prayers,0,0,1,0,0,0
[1061021729752080384],opinions_and_criticism,0,0,0,0,0,1
[1061021737339547648],irrelevant,0,0,0,0,1,0
[1061021753961578497],opinions_and_criticism,0,0,0,0,0,1
[1061021866146627585],affected_individuals_and_help,1,0,0,0,0,0
[1061021886681899009],emotional_support_and_prayers,0,0,1,0,0,0
[1061021998334312448],emotional_support_and_prayers,0,0,1,0,0,0
[1061022016084606976],opinions_and_criticism,0,0,0,0,0,1
[1061022092773257218],opinions_and_criticism,0,0,0,0,0,1
[1061022235425677313],emotional_support_and_prayers,0,0,1,0,0,0
[1061022315536879616],opinions_and_criticism,0,0,0,0,0,1
[1061022341579317249],affected_individuals_and_help,1,0,0,0,0,0
[1061022375603564544],opinions_and_criticism,0,0,0,0,0,1
[1061022446483070976],opinions_and_criticism,0,0,0,0,0,1
[1061022488807858176],opinions_and_criticism,0,0,0,0,0,1
[1061022593376010240],opinions_and_criticism,0,0,0,0,0,1
[1061022620337008640],emotional_support_and_prayers,0,0,1,0,0,0
[1061022639974703104],affected_individuals_and_help,1,0,0,0,0,0
[1061022679464136704],emotional_support_and_prayers,0,0,1,0,0,0
[1061022749051834374],opinions_and_criticism,0,0,0,0,0,1
[1061022854723051523],emotional_support_and_prayers,0,0,1,0,0,0
[1061022934431682560],emotional_support_and_prayers,0,0,1,0,0,0
[1061022962504134656],emotional_support_and_prayers,0,0,1,0,0,0
[1061023013863342080],emotional_support_and_prayers,0,0,1,0,0,0
[1061023031886262272],opinions_and_criticism,0,0,0,0,0,1
[1061023050945228800],emotional_support_and_prayers,0,0,1,0,0,0
[1061023312908820480],emotional_support_and_prayers,0,0,1,0,0,0
[1061023340251406338],emotional_support_and_prayers,0,0,1,0,0,0
[1061023409147179008],opinions_and_criticism,0,0,0,0,0,1
[1061023461550755843],opinions_and_criticism,0,0,0,0,0,1
[1061023573928755201],emotional_support_and_prayers,0,0,1,0,0,0
[1061023585396015105],opinions_and_criticism,0,0,0,0,0,1
[1061023628060491776],opinions_and_criticism,0,0,0,0,0,1
[1061023832893521921],emotional_support_and_prayers,0,0,1,0,0,0
[1061023904095965184],opinions_and_criticism,0,0,0,0,0,1
[1061023969225125890],opinions_and_criticism,0,0,0,0,0,1
[1061024064066719744],opinions_and_criticism,0,0,0,0,0,1
[1061024077379444737],emotional_support_and_prayers,0,0,1,0,0,0
[1061024101022789632],emotional_support_and_prayers,0,0,1,0,0,0
[1061024138964488192],irrelevant,0,0,0,0,1,0
[1061024144261820418],opinions_and_criticism,0,0,0,0,0,1
[1061024222200389634],opinions_and_criticism,0,0,0,0,0,1
[1061024247240425472],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061024255700295682],opinions_and_criticism,0,0,0,0,0,1
[1061024543253372928],emotional_support_and_prayers,0,0,1,0,0,0
[1061024576547753984],irrelevant,0,0,0,0,1,0
[1061024644759805952],opinions_and_criticism,0,0,0,0,0,1
[1061024691270443010],affected_individuals_and_help,1,0,0,0,0,0
[1061024709591138304],emotional_support_and_prayers,0,0,1,0,0,0
[1061024764100337664],emotional_support_and_prayers,0,0,1,0,0,0
[1061024879011598337],opinions_and_criticism,0,0,0,0,0,1
[1061024972876009472],emotional_support_and_prayers,0,0,1,0,0,0
[1061025020162596864],emotional_support_and_prayers,0,0,1,0,0,0
[1061025210873331715],opinions_and_criticism,0,0,0,0,0,1
[1061025361700503553],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061025424652820480],affected_individuals_and_help,1,0,0,0,0,0
[1061025483956064256],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061025522577223680],opinions_and_criticism,0,0,0,0,0,1
[1061025548120535042],emotional_support_and_prayers,0,0,1,0,0,0
[1061025613874642944],opinions_and_criticism,0,0,0,0,0,1
[1061025670233554945],affected_individuals_and_help,1,0,0,0,0,0
[1061025677128990720],emotional_support_and_prayers,0,0,1,0,0,0
[1061025679909797888],affected_individuals_and_help,1,0,0,0,0,0
[1061025688466194432],emotional_support_and_prayers,0,0,1,0,0,0
[1061025726235844609],opinions_and_criticism,0,0,0,0,0,1
[1061025737543692289],emotional_support_and_prayers,0,0,1,0,0,0
[1061025776114503680],emotional_support_and_prayers,0,0,1,0,0,0
[1061025797954248704],emotional_support_and_prayers,0,0,1,0,0,0
[1061026074103046144],opinions_and_criticism,0,0,0,0,0,1
[1061026098165792770],opinions_and_criticism,0,0,0,0,0,1
[1061026180617437186],emotional_support_and_prayers,0,0,1,0,0,0
[1061026193552654337],opinions_and_criticism,0,0,0,0,0,1
[1061026335022370819],emotional_support_and_prayers,0,0,1,0,0,0
[1061026347244511232],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061026346070093825],opinions_and_criticism,0,0,0,0,0,1
[1061026370179031040],emotional_support_and_prayers,0,0,1,0,0,0
[1061026428463038465],emotional_support_and_prayers,0,0,1,0,0,0
[1061026559908372480],emotional_support_and_prayers,0,0,1,0,0,0
[1061026673838247937],emotional_support_and_prayers,0,0,1,0,0,0
[1061026724606029824],affected_individuals_and_help,1,0,0,0,0,0
[1061026747142017024],emotional_support_and_prayers,0,0,1,0,0,0
[1061026791224164352],emotional_support_and_prayers,0,0,1,0,0,0
[1061026843795615744],opinions_and_criticism,0,0,0,0,0,1
[1061027067343572993],affected_individuals_and_help,1,0,0,0,0,0
[1061027084884197382],opinions_and_criticism,0,0,0,0,0,1
[1061027083290198016],emotional_support_and_prayers,0,0,1,0,0,0
[1061027094820470784],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061027099262238722],emotional_support_and_prayers,0,0,1,0,0,0
[1061027114638630912],emotional_support_and_prayers,0,0,1,0,0,0
[1061027117113188352],emotional_support_and_prayers,0,0,1,0,0,0
[1061027248369790976],emotional_support_and_prayers,0,0,1,0,0,0
[1061027246230646789],emotional_support_and_prayers,0,0,1,0,0,0
[1061027263016247297],opinions_and_criticism,0,0,0,0,0,1
[1061027382767898624],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061027532580028417],emotional_support_and_prayers,0,0,1,0,0,0
[1061027624108077057],opinions_and_criticism,0,0,0,0,0,1
[1061027694979235840],opinions_and_criticism,0,0,0,0,0,1
[1061027774029357057],emotional_support_and_prayers,0,0,1,0,0,0
[1061027870980669443],emotional_support_and_prayers,0,0,1,0,0,0
[1061027890710700039],affected_individuals_and_help,1,0,0,0,0,0
[1061027958872305665],opinions_and_criticism,0,0,0,0,0,1
[1061028049846706177],irrelevant,0,0,0,0,1,0
[1061028126703210496],opinions_and_criticism,0,0,0,0,0,1
[1061028414122024960],emotional_support_and_prayers,0,0,1,0,0,0
[1061028419603980289],affected_individuals_and_help caution_advice_and_crisis_updates,1,1,0,0,0,0
[1061028463048622081],emotional_support_and_prayers,0,0,1,0,0,0
[1061028468085923841],emotional_support_and_prayers,0,0,1,0,0,0
[1061028528655908867],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061028587342573569],irrelevant,0,0,0,0,1,0
[1061028635438657537],emotional_support_and_prayers,0,0,1,0,0,0
[1061028790791479297],irrelevant,0,0,0,0,1,0
[1061028912996777984],emotional_support_and_prayers,0,0,1,0,0,0
[1061028923327307777],emotional_support_and_prayers,0,0,1,0,0,0
[1061028938359685121],opinions_and_criticism,0,0,0,0,0,1
[1061028962380460033],emotional_support_and_prayers,0,0,1,0,0,0
[1061029062687277056],opinions_and_criticism,0,0,0,0,0,1
[1061029161987436545],emotional_support_and_prayers,0,0,1,0,0,0
[1061029196070354946],emotional_support_and_prayers,0,0,1,0,0,0
[1061029656193839104],affected_individuals_and_help,1,0,0,0,0,0
[1061029902567305217],opinions_and_criticism,0,0,0,0,0,1
[1061029930597842946],emotional_support_and_prayers,0,0,1,0,0,0
[1061029977011949568],emotional_support_and_prayers opinions_and_criticism,0,0,1,0,0,1
[1061029990953897985],emotional_support_and_prayers,0,0,1,0,0,0
[1061030034587164682],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061030160131080192],affected_individuals_and_help caution_advice_and_crisis_updates,1,1,0,0,0,0
[1061030175318687744],emotional_support_and_prayers,0,0,1,0,0,0
[1061030239910936579],opinions_and_criticism,0,0,0,0,0,1
[1061030320328396800],affected_individuals_and_help opinions_and_criticism,1,0,0,0,0,1
[1061030387642699777],emotional_support_and_prayers,0,0,1,0,0,0
[1061030485718130689],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061030549568057345],emotional_support_and_prayers,0,0,1,0,0,0
[1061030794691571712],opinions_and_criticism,0,0,0,0,0,1
[1061030816787107843],irrelevant,0,0,0,0,1,0
[1061030903986774017],opinions_and_criticism,0,0,0,0,0,1
[1061030950023368705],caution_advice_and_crisis_updates emotional_support_and_prayers,0,1,1,0,0,0
[1061030957040451584],emotional_support_and_prayers,0,0,1,0,0,0
[1061030955677290496],irrelevant,0,0,0,0,1,0
[1061031114016518150],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061031139001782272],emotional_support_and_prayers,0,0,1,0,0,0
[1061031156949438464],opinions_and_criticism,0,0,0,0,0,1
[1061031327863054342],irrelevant,0,0,0,0,1,0
[1061031436738805761],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061031889400664064],emotional_support_and_prayers,0,0,1,0,0,0
[1061032058531790849],opinions_and_criticism,0,0,0,0,0,1
[1061032119227555845],opinions_and_criticism,0,0,0,0,0,1
[1061032124634066946],affected_individuals_and_help,1,0,0,0,0,0
[1061032328930181120],irrelevant,0,0,0,0,1,0
[1061032359225712643],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061032481456119808],emotional_support_and_prayers,0,0,1,0,0,0
[1061032513114640386],emotional_support_and_prayers,0,0,1,0,0,0
[1061032512409997313],emotional_support_and_prayers,0,0,1,0,0,0
[1061032618999889921],opinions_and_criticism,0,0,0,0,0,1
[1061032692215619584],opinions_and_criticism,0,0,0,0,0,1
[1061032767134355456],emotional_support_and_prayers,0,0,1,0,0,0
[1061032964170153984],emotional_support_and_prayers,0,0,1,0,0,0
[1061033264910159873],affected_individuals_and_help,1,0,0,0,0,0
[1061033337781960704],emotional_support_and_prayers,0,0,1,0,0,0
[1061033364864389120],opinions_and_criticism,0,0,0,0,0,1
[1061033368610050049],opinions_and_criticism,0,0,0,0,0,1
[1061033420254576643],irrelevant,0,0,0,0,1,0
[1061033520640987136],emotional_support_and_prayers,0,0,1,0,0,0
[1061033555101450240],emotional_support_and_prayers,0,0,1,0,0,0
[1061033668158898176],emotional_support_and_prayers,0,0,1,0,0,0
[1061033677788983296],emotional_support_and_prayers,0,0,1,0,0,0
[1061033692112523264],affected_individuals_and_help,1,0,0,0,0,0
[1061033771720413186],emotional_support_and_prayers,0,0,1,0,0,0
[1061033922962825216],emotional_support_and_prayers,0,0,1,0,0,0
[1061033944009920512],irrelevant,0,0,0,0,1,0
[1061033979514667008],affected_individuals_and_help,1,0,0,0,0,0
[1061034202106396672],emotional_support_and_prayers,0,0,1,0,0,0
[1061034454993563648],opinions_and_criticism,0,0,0,0,0,1
[1061034477688889344],opinions_and_criticism,0,0,0,0,0,1
[1061034597042044928],emotional_support_and_prayers,0,0,1,0,0,0
[1061034608899305472],opinions_and_criticism,0,0,0,0,0,1
[1061034752550076416],emotional_support_and_prayers,0,0,1,0,0,0
[1061035272899567616],emotional_support_and_prayers,0,0,1,0,0,0
[1061035467330764801],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061035534615830528],emotional_support_and_prayers,0,0,1,0,0,0
[1061035566953873409],irrelevant,0,0,0,0,1,0
[1061035598780289024],emotional_support_and_prayers,0,0,1,0,0,0
[1061035820642119680],irrelevant,0,0,0,0,1,0
[1061035939865223168],emotional_support_and_prayers,0,0,1,0,0,0
[1061036179439734785],opinions_and_criticism,0,0,0,0,0,1
[1061036438916136961],opinions_and_criticism,0,0,0,0,0,1
[1061036487435792389],opinions_and_criticism,0,0,0,0,0,1
[1061036543878533121],emotional_support_and_prayers,0,0,1,0,0,0
[1061036602301054976],emotional_support_and_prayers,0,0,1,0,0,0
[1061036601944559618],opinions_and_criticism,0,0,0,0,0,1
[1061036635872202752],emotional_support_and_prayers,0,0,1,0,0,0
[1061036867607556101],emotional_support_and_prayers,0,0,1,0,0,0
[1061037118921826304],emotional_support_and_prayers,0,0,1,0,0,0
[1061037358521425922],affected_individuals_and_help,1,0,0,0,0,0
[1061037435021185024],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061037622464798720],emotional_support_and_prayers,0,0,1,0,0,0
[1061037665162878977],emotional_support_and_prayers,0,0,1,0,0,0
[1061037715569942529],opinions_and_criticism,0,0,0,0,0,1
[1061037771333255168],opinions_and_criticism,0,0,0,0,0,1
[1061038049860165632],affected_individuals_and_help,1,0,0,0,0,0
[1061038122446798850],emotional_support_and_prayers,0,0,1,0,0,0
[1061038186653204487],affected_individuals_and_help,1,0,0,0,0,0
[1061038198326022144],opinions_and_criticism,0,0,0,0,0,1
[1061038207821864960],emotional_support_and_prayers,0,0,1,0,0,0
[1061038403486126086],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061038436453400576],affected_individuals_and_help,1,0,0,0,0,0
[1061038694323441664],emotional_support_and_prayers,0,0,1,0,0,0
[1061038942605193216],irrelevant,0,0,0,0,1,0
[1061039093075861509],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061039138277900289],emotional_support_and_prayers,0,0,1,0,0,0
[1061039273267421193],opinions_and_criticism,0,0,0,0,0,1
[1061039342985138176],opinions_and_criticism,0,0,0,0,0,1
[1061039760255397889],emotional_support_and_prayers,0,0,1,0,0,0
[1061039812730388482],opinions_and_criticism,0,0,0,0,0,1
[1061039877360439297],emotional_support_and_prayers,0,0,1,0,0,0
[1061040298774667264],irrelevant,0,0,0,0,1,0
[1061040386867642368],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061040408195678208],infrastructure_and_utilities_damage,0,0,0,1,0,0
[1061040435508985857],emotional_support_and_prayers,0,0,1,0,0,0
[1061040694809317383],opinions_and_criticism,0,0,0,0,0,1
[1061040773041479680],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061040817001897985],opinions_and_criticism,0,0,0,0,0,1
[1061040885440413697],opinions_and_criticism,0,0,0,0,0,1
[1061041340392333312],emotional_support_and_prayers,0,0,1,0,0,0
[1061041636132769793],emotional_support_and_prayers,0,0,1,0,0,0
[1061041650468827137],affected_individuals_and_help,1,0,0,0,0,0
[1061042576860557313],opinions_and_criticism,0,0,0,0,0,1
[1061042728061095937],opinions_and_criticism,0,0,0,0,0,1
[1061042748772491264],emotional_support_and_prayers,0,0,1,0,0,0
[1061043329972998145],emotional_support_and_prayers,0,0,1,0,0,0
[1061043464811569154],opinions_and_criticism,0,0,0,0,0,1
[1061043576157753346],emotional_support_and_prayers,0,0,1,0,0,0
[1061043674899988480],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061043778360954881],opinions_and_criticism,0,0,0,0,0,1
[1061043829128728576],emotional_support_and_prayers,0,0,1,0,0,0
[1061044033521377280],emotional_support_and_prayers,0,0,1,0,0,0
[1061044465295613952],emotional_support_and_prayers,0,0,1,0,0,0
[1061044594689916929],emotional_support_and_prayers,0,0,1,0,0,0
[1061044619654369280],caution_advice_and_crisis_updates,0,1,0,0,0,0
[1061044668484456448],emotional_support_and_prayers,0,0,1,0,0,0
[1061044702626152450],emotional_support_and_prayers,0,0,1,0,0,0
[1061044728949551107],emotional_support_and_prayers,0,0,1,0,0,0
[1061044732632227840],emotional_support_and_prayers,0,0,1,0,0,0
[1061044877985759232],emotional_support_and_prayers,0,0,1,0,0,0
[1061044893840297984],emotional_support_and_prayers,0,0,1,0,0,0
[1061044902258270208],emotional_support_and_prayers,0,0,1,0,0,0
[1061044908616806400],opinions_and_criticism,0,0,0,0,0,1
[1061045094994853888],emotional_support_and_prayers,0,0,1,0,0,0
[1061045149340483586],emotional_support_and_prayers,0,0,1,0,0,0
[1061045238398156806],emotional_support_and_prayers,0,0,1,0,0,0
[1061045454153138176],emotional_support_and_prayers,0,0,1,0,0,0
[1061045670025551873],emotional_support_and_prayers,0,0,1,0,0,0
[1061045733602803712],emotional_support_and_prayers,0,0,1,0,0,0
[1061045762044448768],opinions_and_criticism,0,0,0,0,0,1
[1061174825119596544],affected_individuals_and_help emotional_support_and_prayers,1,0,1,0,0,0
[1061174956271247360],emotional_support_and_prayers,0,0,1,0,0,0
[1061174971765088258],opinions_and_criticism,0,0,0,0,0,1
[1061175101390053376],emotional_support_and_prayers,0,0,1,0,0,0
[1061175127281467394],emotional_support_and_prayers,0,0,1,0,0,0
[1061175153835552769],emotional_support_and_prayers,0,0,1,0,0,0
[1061175161284714496],affected_individuals_and_help opinions_and_criticism,1,0,0,0,0,1
[1061175197196271617],affected_individuals_and_help,1,0,0,0,0,0
[1061175228049645568],opinions_and_criticism,0,0,0,0,0,1
[1061175336958857216],affected_individuals_and_help,1,0,0,0,0,0
[1061175552868933633],opinions_and_criticism,0,0,0,0,0,1
